  8.9147548e+000	  6.4388142e+000	
  8.8595112e+000	  6.4724480e+000	
  9.1681427e+000	  6.6393497e+000	
  9.3377155e+000	  6.5662696e+000	
  9.3203933e+000	  6.3069738e+000	
  9.3254209e+000	  6.5387055e+000	
  8.9618054e+000	  6.8742975e+000	
  9.0711119e+000	  6.4923981e+000	
  8.9831439e+000	  6.5668232e+000	
  8.9997328e+000	  6.2058388e+000	
  8.8808344e+000	  6.4886039e+000	
  8.9318978e+000	  6.5182677e+000	
  9.0280052e+000	  6.5867503e+000	
  9.1307623e+000	  6.5653389e+000	
  8.7642655e+000	  6.2262204e+000	
  8.9518116e+000	  6.4172416e+000	
  8.8954128e+000	  6.4405440e+000	
  8.8894322e+000	  6.7763738e+000	
  9.0542134e+000	  6.5538608e+000	
  9.2116703e+000	  6.4319235e+000	
  9.0530975e+000	  6.2866612e+000	
  8.6809804e+000	  6.2909820e+000	
  8.6389532e+000	  6.3541340e+000	
  8.9404594e+000	  6.4079894e+000	
  9.1951453e+000	  6.1533326e+000	
  9.0831236e+000	  5.9207339e+000	
  8.9697741e+000	  6.2591045e+000	
  8.9919979e+000	  6.6809754e+000	
  9.2948813e+000	  6.2482341e+000	
  9.1982033e+000	  6.5620029e+000	
  9.1849598e+000	  6.3556291e+000	
  9.1129016e+000	  6.5054913e+000	
  8.9749680e+000	  6.6040196e+000	
  8.9893653e+000	  6.1430633e+000	
  8.8343087e+000	  6.0177493e+000	
  8.8287206e+000	  6.2280717e+000	
  9.0946240e+000	  6.3406701e+000	
  9.1327910e+000	  6.2105130e+000	
  9.3248739e+000	  6.3932729e+000	
  8.8995017e+000	  6.0364472e+000	
  9.1788101e+000	  6.1989484e+000	
  9.1516135e+000	  6.1455150e+000	
  9.0712786e+000	  6.1304933e+000	
  9.1976609e+000	  6.2875868e+000	
  9.0880456e+000	  6.1893132e+000	
  9.0649915e+000	  6.1801673e+000	
  8.7557833e+000	  6.2571160e+000	
  8.8380162e+000	  6.0966229e+000	
  8.7507804e+000	  6.0086368e+000	
  8.7453126e+000	  6.1749815e+000	
  8.8991591e+000	  6.4870364e+000	
  9.2618575e+000	  6.1567025e+000	
  8.9435103e+000	  6.4434357e+000	
  8.8202504e+000	  6.0834088e+000	
  8.9582262e+000	  6.0572335e+000	
  9.2713330e+000	  6.3501173e+000	
  9.2495209e+000	  6.0910582e+000	
  8.8051468e+000	  6.0419197e+000	
  9.0007743e+000	  5.9712192e+000	
  9.0271915e+000	  6.0610909e+000	
  8.9037511e+000	  5.8544323e+000	
  9.2261094e+000	  6.1223511e+000	
  8.8283800e+000	  6.1582393e+000	
  9.0065670e+000	  5.9241482e+000	
  8.9688873e+000	  6.2283162e+000	
  8.4539344e+000	  5.9705703e+000	
  9.1543999e+000	  6.0252773e+000	
  9.1328404e+000	  5.7775204e+000	
  8.9060050e+000	  6.3102515e+000	
  8.5168836e+000	  6.0492664e+000	
  8.6405492e+000	  6.0092650e+000	
  8.4646159e+000	  5.8018507e+000	
  9.0166649e+000	  5.8332413e+000	
  8.9907604e+000	  6.2044844e+000	
  9.0293089e+000	  5.5686354e+000	
  8.8884090e+000	  5.9519047e+000	
  8.9701405e+000	  5.9429738e+000	
  8.9319130e+000	  5.8455327e+000	
  8.9781553e+000	  5.7353063e+000	
  9.1367042e+000	  5.9639055e+000	
  9.0486653e+000	  5.8607777e+000	
  9.2896213e+000	  5.9232557e+000	
  8.8723159e+000	  5.7449948e+000	
  8.7877986e+000	  5.8573341e+000	
  8.9600615e+000	  6.0107426e+000	
  9.0782251e+000	  5.8075887e+000	
  8.6681629e+000	  5.6587604e+000	
  9.0899126e+000	  6.1385152e+000	
  9.1407601e+000	  5.9430677e+000	
  8.9466750e+000	  6.0775446e+000	
  9.0578071e+000	  5.7095408e+000	
  8.7741053e+000	  6.0016370e+000	
  9.2734676e+000	  5.6548778e+000	
  8.9443781e+000	  5.7216703e+000	
